愛滋病	àizībìng
艾滋病	àizībìng
艾茲病	àizībìng
爱滋病	àizībìng
艾滋病病毒	àizībìngbìngdú
艾滋病毒	àizībìngdú
爱滋病毒	àizībìngdú
愛滋病毒	àizībìngdú
艾滋病患者	àizībìnghuànzhě
艾滋病抗體	àizībìngkàngtǐ
艾滋病抗体	àizībìngkàngtǐ
爱子	àizǐ
愛子	àizǐ
氨吖啶	ān'ādìng
媕婀	ān'ē
安邦	ānbāng
安保	ānbǎo
安瓿	ānbù
安步当车	ānbùdàngchē
安步當車	ānbùdàngchē
安瓿瓶	ānbùpíng
安插	ānchā
鵪鶉	ānchún
鹌鹑	ānchún
安打	āndǎ
安抵	āndǐ
鞍點	āndiǎn
鞍点	āndiǎn
安定	āndìng
安定化	āndìnghuà
安頓	āndùn
安顿	āndùn
安多芬	ānduōfēn
安放	ānfàng
安非他明	ānfēitāmíng
安非他命	ānfēitāmìng
安分	ānfèn
安分守己	ānfènshǒujǐ
安抚	ānfǔ
安撫	ānfǔ
安富恤贫	ānfùxùpín
安富恤貧	ānfùxùpín
安富恤窮	ānfùxùqióng
安富恤穷	ānfùxùqióng
安好	ānhǎo
安华	ānhuá
安華	ānhuá
安魂弥撒	ānhúnmísa
安魂彌撒	ānhúnmísa
氨基	ānjī
氨基苯酸	ānjīběnsuān
氨基甲酸酯类化合物	ānjījiǎsuānzhǐlèihuàhéwù
氨基甲酸酯類化合物	ānjījiǎsuānzhǐlèihuàhéwù
氨基葡糖	ānjīpútáng
氨基葡萄糖	ānjīpútaotáng
氨基酸	ānjīsuān
安吉尔	ānjí'ěr
安吉爾	ānjí'ěr
安家	ānjiā
安家立業	ānjiālìyè
安家立业	ānjiālìyè
安家落户	ānjiāluòhù
安家落戶	ānjiāluòhù
安檢	ānjiǎn
安检	ānjiǎn
安靜	ānjìng
安静	ānjìng
安居	ānjū
安居工程	ānjūgōngchéng
安居樂業	ānjūlèyè
安居乐业	ānjūlèyè
安康	ānkāng
鮟鱇	ānkāng
安可	ānkě
安樂	ānlè
安乐	ānlè
安樂死	ānlèsǐ
安乐死	ānlèsǐ
安樂窩	ānlèwō
安乐窝	ānlèwō
諳練	ānliàn
谙练	ānliàn
氨纶	ānlún
氨綸	ānlún
鞍马	ānmǎ
鞍馬	ānmǎ
鞍马劳顿	ānmǎláodùn
鞍馬勞頓	ānmǎláodùn
安謐	ānmì
安谧	ānmì
安眠	ānmián
安眠酮	ānmiántóng
安眠药	ānmiányào
安眠藥	ānmiányào
安民告示	ānmíngàoshì
庵摩勒	ānmólè
庵摩落迦果	ānmóluòjiāguǒ
安乃近	ānnǎijìn
安南子	ānnánzǐ
安宁	ānníng
安寧	ānníng
安宁病房	ānníngbìngfáng
安寧病房	ānníngbìngfáng
安宁片	ānníngpiàn
安寧片	ānníngpiàn
安排	ānpái
安培	ānpéi
安培表	ānpéibiǎo
安培計	ānpéijì
安培计	ānpéijì
安培小時	ānpéixiǎoshí
安培小时	ānpéixiǎoshí
安貧樂道	ānpínlèdào
安贫乐道	ānpínlèdào
安琪兒	ānqí'ér
安琪儿	ānqí'ér
氨氣	ānqì
氨气	ānqì
鞍前马后	ānqiánmǎhòu
鞍前馬後	ānqiánmǎhòu
安全	ānquán
安全掣	ānquánchè
安全措施	ānquáncuòshī
安全帶	ānquándài
安全带	ānquándài
安全燈	ānquándēng
安全灯	ānquándēng
安全阀	ānquánfá
安全閥	ānquánfá
安全感	ānquángǎn
安全局	ānquánjú
安全考慮	ānquánkǎolǜ
安全考虑	ānquánkǎolǜ
安全壳	ānquánké
安全殼	ānquánké
安全帽	ānquánmào
安全期	ānquánqī
安全气囊	ānquánqìnáng
安全氣囊	ānquánqìnáng
安全套	ānquántào
安全网	ānquánwǎng
安全網	ānquánwǎng
安全问题	ānquánwèntí
安全問題	ānquánwèntí
安全無事	ānquánwúshì
安全无事	ānquánwúshì
安全無恙	ānquánwúyàng
安全无恙	ānquánwúyàng
安全無虞	ānquánwúyú
安全无虞	ānquánwúyú
安全性	ānquánxìng
安全眼罩	ānquányǎnzhào
安全与交换委员会	ānquányǔjiāohuànwěiyuánhuì
安全與交換委員會	ānquányǔjiāohuànwěiyuánhuì
安然	ānrán
安然無恙	ānránwúyàng
安然无恙	ānránwúyàng
安人	ānrén
安如磐石	ānrúpánshí
安如泰山	ānrúTàiShān
安山岩	ānshānyán
安设	ānshè
安設	ānshè
安身	ānshēn
安身立命	ānshēnlìmìng
安神	ānshén
安生	ānshēng
安石榴	ānshíliú
安适	ānshì
安適	ānshì
桉树	ānshù
桉樹	ānshù
安泰	āntài
庵堂	āntáng
安替比林	āntìbǐlín
安土重遷	āntǔzhòngqiān
安土重迁	āntǔzhòngqiān
安危	ānwēi
安慰	ānwèi
安慰剂	ānwèijì
安慰劑	ānwèijì
安慰獎	ānwèijiǎng
安慰奖	ānwèijiǎng
安稳	ānwěn
安穩	ānwěn
安息	ānxī
安息茴香	ānxīhuíxiāng
安息日	ānxīrì
安息香	ānxīxiāng
安息香科	ānxīxiāngkē
安息香属	ānxīxiāngshǔ
安息香屬	ānxīxiāngshǔ
安息香脂	ānxīxiāngzhī
安閑	ānxián
安閒	ānxián
安闲	ānxián
安閑舒適	ānxiánshūshì
安闲舒适	ānxiánshūshì
安閑隨意	ānxiánsuíyì
安闲随意	ānxiánsuíyì
安閑自得	ānxiánzìdé
安闲自得	ānxiánzìdé
安閑自在	ānxiánzìzai
安闲自在	ānxiánzìzai
安祥	ānxiáng
安详	ānxiáng
安詳	ānxiáng
氨哮素	ānxiàosù
安歇	ānxiē
安心	ānxīn
桉叶油	ānyèyóu
桉葉油	ānyèyóu
安逸	ānyì
安營	ānyíng
安营	ānyíng
安營紮寨	ānyíngzhāzhài
安营扎寨	ānyíngzhāzhài
安於	ānyú
安于	ānyú
安于现状	ānyúxiànzhuàng
安於現狀	ānyúxiànzhuàng
安葬	ānzàng
安之若素	ānzhīruòsù
安置	ānzhì
安裝	ānzhuāng
安装	ānzhuāng
安祖花	ānzǔhuā
唵嘛呢叭咪吽	ǎnmaníbāmīhōng
暗暗	àn'àn
案板	ànbǎn
暗堡	ànbǎo
岸邊	ànbiān
岸边	ànbiān
岸标	ànbiāo
岸標	ànbiāo
按兵不動	ànbīngbùdòng
按兵不动	ànbīngbùdòng
案兵束甲	ànbīngshùjiǎ
按步就班	ànbùjiùbān
按部就班	ànbùjiùbān
暗藏	àncáng
按察	ànchá
暗察明訪	ànchámíngfǎng
暗察明访	ànchámíngfǎng
暗娼	ànchāng
暗潮	àncháo
案稱	ànchèng
案称	ànchèng
暗处	ànchù
暗處	ànchù
暗袋	àndài
黯淡	àndàn
暗淡	àndàn
暗地	àndì
暗地裡	àndìli
暗地里	àndìli
暗疔	àndīng
暗渡陈仓	àndùChéncāng
暗渡陳倉	àndùChéncāng
暗煅	ànduàn
案發	ànfā
案发	ànfā
暗访	ànfǎng
暗訪	ànfǎng
暗公鸟	àngōngniǎo
暗公鳥	àngōngniǎo
暗光鸟	ànguāngniǎo
暗光鳥	ànguāngniǎo
按规定	ànguīdìng
按規定	ànguīdìng
暗害	ànhài
暗號	ànhào
暗号	ànhào
暗河	ànhé
暗盒	ànhé
暗合	ànhé
暗花兒	ànhuār
暗花儿	ànhuār
胺基酸	ànjīsuān
暗疾	ànjí
暗记	ànjì
暗記	ànjì
按季	ànjì
案甲休兵	ànjiǎxiūbīng
按键	ànjiàn
按鍵	ànjiàn
案件	ànjiàn
暗箭	ànjiàn
按鍵音	ànjiànyīn
按键音	ànjiànyīn
暗间儿	ànjiānr
暗間兒	ànjiānr
暗礁	ànjiāo
按揭	ànjiē
暗經	ànjīng
暗经	ànjīng
暗井	ànjǐng
暗記兒	ànjìr
暗记儿	ànjìr
案卷	ànjuàn
暗虧	ànkuī
暗亏	ànkuī
按劳分配	ànláofēnpèi
按勞分配	ànláofēnpèi
按理	ànlǐ
按理說	ànlǐshuō
按理说	ànlǐshuō
案例	ànlì
按立	ànlì
案例法	ànlìfǎ
按立憲治國	ànlìxiànzhìguó
按立宪治国	ànlìxiànzhìguó
暗恋	ànliàn
暗戀	ànliàn
暗流	ànliú
暗鷺	ànlù
暗鹭	ànlù
按脈	ànmài
按脉	ànmài
暗昧	ànmèi
按摩	ànmó
按摩棒	ànmóbàng
按納	ànnà
按捺	ànnà
按纳	ànnà
按捺不住	ànnàbuzhù
按鈕	ànniǔ
按钮	ànniǔ
按期	ànqī
暗器	ànqì
按跷	ànqiāo
按蹻	ànqiāo
案情	ànqíng
岸然	ànrán
黯然	ànrán
黯然失色	ànránshīsè
黯然销魂	ànránxiāohún
黯然銷魂	ànránxiāohún
按日	ànrì
暗杀	ànshā
暗殺	ànshā
暗伤	ànshāng
暗傷	ànshāng
岸上	ànshàng
按时	ànshí
按時	ànshí
按時間先後	ànshíjiānxiānhòu
按时间先后	ànshíjiānxiānhòu
暗室	ànshì
暗示	ànshì
暗適應	ànshìyìng
暗适应	ànshìyìng
案首	ànshǒu
按手礼	ànshǒulǐ
按手禮	ànshǒulǐ
按說	ànshuō
按说	ànshuō
暗送秋波	ànsòngqiūbō
暗算	ànsuàn
暗鎖	ànsuǒ
暗锁	ànsuǒ
暗滩	àntān
暗灘	àntān
暗探	àntàn
按天	àntiān
案頭	àntóu
案头	àntóu
按图索骥	àntúsuǒjì
按圖索驥	àntúsuǒjì
按蚊	ànwén
案文	ànwén
暗无天日	ànwútiānrì
暗無天日	ànwútiānrì
暗喜	ànxǐ
按下	ànxià
按下葫芦浮起瓢	ànxiàhúlúfúqǐpiáo
按下葫蘆浮起瓢	ànxiàhúlúfúqǐpiáo
暗線光譜	ànxiànguāngpǔ
暗线光谱	ànxiànguāngpǔ
暗箱	ànxiāng
暗箱操作	ànxiāngcāozuò
暗香疏影	ànxiāngshūyǐng
暗想	ànxiǎng
暗笑	ànxiào
暗星云	ànxīngyún
暗星雲	ànxīngyún
按需	ànxū
按需出版	ànxūchūbǎn
按需分配	ànxūfēnpèi
按压	ànyā
按壓	ànyā
案驗	ànyàn
案验	ànyàn
暗影	ànyǐng
案由	ànyóu
按语	ànyǔ
按語	ànyǔ
案語	ànyǔ
案语	ànyǔ
暗语	ànyǔ
暗語	ànyǔ
暗喻	ànyù
按月	ànyuè
按照	ànzhào
按照法律	ànzhàofǎlǜ
按照计划	ànzhàojìhuà
按照計劃	ànzhàojìhuà
按照字面	ànzhàozìmiàn
按诊	ànzhěn
按診	ànzhěn
暗指	ànzhǐ
暗滞	ànzhì
暗滯	ànzhì
按質定價	ànzhìdìngjià
按质定价	ànzhìdìngjià
暗中	ànzhōng
暗中监视	ànzhōngjiānshì
暗中監視	ànzhōngjiānshì
暗轉	ànzhuǎn
暗转	ànzhuǎn
暗自	ànzì
案子	ànzi
肮脏	āngzāng
骯髒	āngzāng
昂昂	áng'áng
昂藏	ángcáng
昂奋	ángfèn
昂奮	ángfèn
昂贵	ángguì
昂貴	ángguì
昂然	ángrán
昂首	ángshǒu
昂首阔步	ángshǒukuòbù
昂首闊步	ángshǒukuòbù
昂首挺胸	ángshǒutǐngxiōng
昂揚	ángyáng
昂扬	ángyáng
盎然	àngrán
盎司	àngsī
盎斯	àngsī
凹岸	āo'àn
凹版	āobǎn
凹板	āobǎn
凹槽	āocáo
凹雕	āodiāo
凹洞	āodòng
凹度	āodù
熬稃	āofū
凹痕	āohén
凹進	āojìn
凹进	āojìn
凹鏡	āojìng
凹镜	āojìng
凹坑	āokēng
凹面鏡	āomiànjìng
凹面镜	āomiànjìng
凹朴皮	āopòpí
凹入	āorù
凹透镜	āotòujìng
凹透鏡	āotòujìng
凹凸	āotū
凹凸不平	āotūbùpíng
凹凸形	āotūxíng
凹凸轧花	āotūyàhuā
凹凸軋花	āotūyàhuā
凹凸印刷	āotūyìnshuā
凹纹	āowén
凹紋	āowén
凹陷	āoxiàn
凹線	āoxiàn
凹线	āoxiàn
嗷嗷待哺	áo'áodàibǔ
鰲背負山	áobèifùshān
鳌背负山	áobèifùshān
鳌抃	áobiàn
鰲抃	áobiàn
熬膏	áogāo
熬更守夜	áogēngshǒuyè
熬煎	áojiān
獒犬	áoquǎn
翱翔	áoxiáng
熬藥	áoyào
熬药	áoyào
熬夜	áoyè
遨游	áoyóu
遨遊	áoyóu
敖遊	áoyóu
敖游	áoyóu
鏖战	áozhàn
鏖戰	áozhàn
螯肢	áozhī
襖子	ǎozi
袄子	ǎozi
傲岸	ào'àn
拗斷	àoduàn
拗断	àoduàn
傲骨	àogǔ
懊悔	àohuǐ
奥迹	àojì
奧迹	àojì
拗口	àokǒu
拗口令	àokǒulìng
傲立	àolì
傲慢	àomàn
奥米伽	àomǐgā
奧米伽	àomǐgā
奧米可戎	àomǐkěróng
奥米可戎	àomǐkěróng
奥秘	àomì
奧祕	àomì
奥密克戎	àomìkèróng
奧密克戎	àomìkèróng
奥妙	àomiào
奧妙	àomiào
懊憹	àonáo
懊惱	àonǎo
懊恼	àonǎo
傲睨	àonì
傲气	àoqì
傲氣	àoqì
傲然	àorán
傲人	àorén
懊喪	àosàng
懊丧	àosàng
傲視	àoshì
傲视	àoshì
奥特莱斯	àotèláisī
奧特萊斯	àotèláisī
坳陷	àoxiàn
拗陷	àoxiàn
奥援	àoyuán
奧援	àoyuán
傲自	àozì
鏊子	àozi
巴尔	Bā'ěr
巴爾	Bā'ěr
巴爾的摩	Bā'ěrdìmó
巴尔的摩	Bā'ěrdìmó
巴尔多禄茂	Bā'ěrduōlùmào
巴爾多祿茂	Bā'ěrduōlùmào
巴爾幹	Bā'ěrgān
巴尔干	Bā'ěrgān
巴尔干半岛	Bā'ěrgānBàndǎo
巴爾幹半島	Bā'ěrgānBàndǎo
巴尔喀什湖	Bā'ěrkāshíHú
巴爾喀什湖	Bā'ěrkāshíHú
巴尔克嫩德	Bā'ěrkènèndé
巴爾克嫩德	Bā'ěrkènèndé
巴爾舍夫斯基	Bā'ěrshěfūsījī
巴尔舍夫斯基	Bā'ěrshěfūsījī
巴爾扎克	Bā'ěrzhākè
巴尔扎克	Bā'ěrzhākè
八二丹	bā'èrdān
八二三砲戰	bā'èrsānpàozhàn
八二三炮战	bā'èrsānpàozhàn
巴阿	Bā'Ā
巴巴多斯	Bābāduōsī
巴巴結結	bābājiējiē
巴巴结结	bābājiējiē
巴巴拉	Bābālā
芭芭拉	Bābālā
八八六	bābāliù
峇峇娘惹	BābāNiángrě
八佰伴	Bābǎibàn
八拜之交	bābàizhījiāo
八般头风	bābāntóufēng
八般頭風	bābāntóufēng
八宝	bābǎo
八寶	bābǎo
八寶丹	bābǎodān
八宝丹	bābǎodān
巴寶莉	Bābǎolì
巴宝莉	Bābǎolì
八宝山	Bābǎoshān
